 # Id   alpha  r  the  phi  sigma_r   sigma_h   score #
 #  0 generation.# 
  31  10  74  28  545  1285.71  100000  0.000107067
  32  10  74  42  519  1857.14  71428.6  0.000521892
  33  90  74  28  519  2428.57  71428.6  3.91269e-05
  34  10  74  85  648  3000  71428.6  4.64842e-05
  35  10  74  85  519  2428.57  71428.6  0.000400369
  36  10  72  100  519  2428.57  71428.6  0.000173402
  37  10  74  28  519  1857.14  71428.6  0.000402204
  38  10  74  85  519  2428.57  71428.6  0.000400369
  39  0  74  28  519  1285.71  71428.6  3.23317e-05
  40  10  74  28  519  1857.14  57142.9  0.000170587
  41  0  74  28  519  2428.57  71428.6  3.23317e-05
  42  10  80  42  519  1857.14  71428.6  3.99787e-05
  43  10  74  42  312  2428.57  71428.6  3.42719e-05
  44  10  74  28  519  1857.14  57142.9  0.000170587
  45  10  74  100  506  2428.57  71428.6  0.000355035

 #  33 generation.# 
  0  10  74  42  519  1857.14  71428.6  0.000521892
  1  10  74  42  519  1857.14  71428.6  0.000521892
  2  10  74  28  519  1857.14  71428.6  0.000402204
  3  10  74  42  519  1857.14  71428.6  0.000521892
  4  10  74  42  519  2142.86  71428.6  0.000347596
  5  10  74  100  519  1285.71  100000  0.000142218
  6  10  74  85  519  2428.57  71428.6  0.000400369
  7  10  74  28  519  3000  71428.6  0.000146357
  8  10  74  85  519  3000  71428.6  0.000263667
  9  90  74  28  506  2714.29  71428.6  4.32786e-05
  10  10  74  42  519  1857.14  71428.6  0.000521892
  11  10  74  100  506  1285.71  71428.6  0.000163248
  12  10  74  42  519  1857.14  71428.6  0.000521892
  13  10  74  100  519  1857.14  71428.6  0.000236144
  14  10  74  100  506  2428.57  71428.6  0.000355035
  15  10  74  85  519  1285.71  71428.6  0.000147764
  16  10  74  42  519  1571.43  71428.6  0.000287589
  17  10  72  28  519  3000  42857.1  6.1162e-05
  18  10  74  28  519  2142.86  71428.6  0.000300556
  19  10  74  85  570  2428.57  57142.9  7.34325e-05
  20  50  78  42  570  1285.71  100000  5.75878e-05
  21  50  74  85  519  1857.14  71428.6  6.46817e-05
  22  0  74  85  519  2428.57  100000  3.23317e-05
  23  10  74  28  622  1857.14  57142.9  4.31819e-05
  24  10  74  42  519  1857.14  71428.6  0.000521892
  25  10  74  100  570  2142.86  71428.6  9.37051e-05
  26  10  74  85  519  2428.57  71428.6  0.000400369
  27  50  74  28  519  1285.71  71428.6  7.59934e-05
  28  10  74  42  519  1857.14  71428.6  0.000521892
  29  50  74  28  519  1857.14  100000  3.44747e-05
  30  10  74  42  519  1857.14  57142.9  0.000190282
  31  10  74  28  545  2428.57  71428.6  0.000253237
  32  10  72  28  519  3000  14285.7  2.77806e-05
  33  10  72  42  570  1285.71  71428.6  8.42296e-05
  34  30  77  85  519  2142.86  57142.9  0.000115289
  35  10  74  28  519  1285.71  100000  8.85723e-05
  36  10  72  42  519  1285.71  100000  8.1489e-05
  37  10  74  85  519  2714.29  71428.6  0.000333179
  38  10  74  85  519  2428.57  100000  6.44063e-05
  39  10  74  85  545  2428.57  71428.6  0.000200005
  40  10  74  85  519  2428.57  71428.6  0.000400369
  41  10  70  100  519  1285.71  71428.6  5.43641e-05
  42  10  74  42  570  1285.71  71428.6  8.17794e-05
  43  0  74  42  506  2428.57  71428.6  3.23317e-05
  44  10  74  85  519  2428.57  71428.6  0.000400369
  45  10  74  28  519  1857.14  57142.9  0.000170587

 #  34 generation.# 
  0  10  74  42  519  1857.14  71428.6  0.000521892
  1  10  74  42  519  1857.14  71428.6  0.000521892
  2  0  74  71  532  2428.57  71428.6  3.23317e-05
  3  10  74  100  519  1285.71  71428.6  0.000138244
  4  10  74  42  519  1857.14  71428.6  0.000521892
  5  50  74  42  312  1857.14  100000  2.14822e-05
  6  50  80  85  519  1571.43  71428.6  4.56655e-05
  7  0  74  85  506  2428.57  71428.6  3.23317e-05
  8  10  74  28  519  1285.71  100000  8.85723e-05
  9  10  74  85  519  2428.57  71428.6  0.000400369
  10  10  74  42  519  1857.14  71428.6  0.000521892
  11  10  74  100  519  1285.71  71428.6  0.000138244
  12  10  74  42  519  1857.14  71428.6  0.000521892
  13  50  74  85  506  2428.57  71428.6  4.25434e-05
  14  10  74  42  519  1857.14  57142.9  0.000190282
  15  10  74  57  519  1857.14  71428.6  0.000487082
  16  80  74  42  545  1857.14  71428.6  4.53945e-05
  17  10  74  100  519  2428.57  71428.6  0.000346927
  18  10  74  42  519  1571.43  71428.6  0.000287589
  19  10  74  28  519  1571.43  57142.9  0.000125463
  20  10  74  42  622  1857.14  14285.7  3.55745e-05
  21  10  74  28  622  1285.71  71428.6  4.86337e-05
  22  10  74  28  519  1857.14  57142.9  0.000170587
  23  10  74  100  519  1000  100000  0.00016265
  24  10  74  85  312  2428.57  71428.6  3.79645e-05
  25  10  72  42  622  2142.86  85714.3  4.68347e-05
  26  10  74  100  570  1285.71  71428.6  6.82455e-05
  27  30  74  28  545  1285.71  100000  5.09695e-05
  28  10  74  28  519  1857.14  71428.6  0.000402204
  29  10  74  28  661  1857.14  71428.6  4.05826e-05
  30  30  74  42  519  1857.14  71428.6  7.01567e-05
  31  10  74  42  570  2714.29  71428.6  0.000120172
  32  50  74  28  519  1857.14  100000  3.44747e-05
  33  30  80  42  519  3000  71428.6  9.63307e-05
  34  10  74  85  506  2428.57  71428.6  0.000287725
  35  10  74  42  519  3000  71428.6  0.000144296
  36  110  71  85  519  2142.86  57142.9  3.10908e-05
  37  50  74  85  519  2428.57  57142.9  5.91332e-05
  38  10  74  42  519  1857.14  71428.6  0.000521892
  39  10  74  85  648  1857.14  71428.6  4.24498e-05
  40  10  74  42  312  1857.14  71428.6  3.68026e-05
  41  10  74  42  519  3000  71428.6  0.000144296
  42  10  74  42  519  1857.14  71428.6  0.000521892
  43  0  74  28  519  1285.71  71428.6  3.23317e-05
  44  10  74  100  570  1285.71  100000  0.000159847
  45  10  74  42  519  1285.71  71428.6  0.000172582

 #  35 generation.# 
  0  10  74  42  519  1857.14  71428.6  0.000521892
  1  10  74  42  519  1857.14  71428.6  0.000521892
  2  10  74  42  519  1857.14  71428.6  0.000521892
  3  10  74  42  519  1571.43  71428.6  0.000287589
  4  10  74  42  519  1857.14  71428.6  0.000521892
  5  10  74  42  519  2428.57  71428.6  0.000242729
  6  10  74  85  648  1857.14  71428.6  4.24498e-05
  7  10  72  28  519  1857.14  71428.6  0.000137454
  8  10  74  85  506  2428.57  71428.6  0.000287725
  9  50  74  28  519  2428.57  57142.9  5.13608e-05
  10  10  74  100  519  1285.71  71428.6  0.000138244
  11  10  74  28  519  1285.71  71428.6  0.00016366
  12  10  74  42  674  1857.14  71428.6  3.75884e-05
  13  10  74  85  506  2428.57  71428.6  0.000287725
  14  10  74  100  519  1571.43  71428.6  0.000178996
  15  10  74  28  519  1571.43  71428.6  0.000299007
  16  10  74  28  519  1285.71  100000  8.85723e-05
  17  50  74  85  519  2428.57  71428.6  4.56307e-05
  18  10  74  85  519  2428.57  71428.6  0.000400369
  19  10  74  100  519  1857.14  71428.6  0.000236144
  20  10  74  42  519  1857.14  71428.6  0.000521892
  21  10  74  42  519  1857.14  57142.9  0.000190282
  22  10  74  85  519  2428.57  71428.6  0.000400369
  23  50  74  100  506  1857.14  71428.6  6.25512e-05
  24  10  74  42  545  1857.14  71428.6  0.000200998
  25  30  74  0  519  3000  71428.6  4.1826e-05
  26  10  74  42  519  1857.14  71428.6  0.000521892
  27  110  80  100  519  1857.14  71428.6  5.92687e-05
  28  10  74  42  622  1857.14  14285.7  3.55745e-05
  29  10  72  28  519  1285.71  71428.6  0.000135789
  30  10  74  42  519  1857.14  100000  6.833e-05
  31  10  74  42  570  1285.71  71428.6  8.17794e-05
  32  50  74  28  519  1857.14  57142.9  0.000104666
  33  50  74  28  519  1285.71  71428.6  7.59934e-05
  34  10  74  42  622  1857.14  71428.6  5.42659e-05
  35  50  74  28  519  1857.14  100000  3.44747e-05
  36  30  74  100  519  1857.14  71428.6  0.000114709
  37  10  74  28  519  3000  42857.1  7.40124e-05
  38  10  80  42  519  1857.14  71428.6  3.99787e-05
  39  10  74  100  519  1857.14  71428.6  0.000236144
  40  10  74  42  519  1285.71  71428.6  0.000172582
  41  10  74  85  312  1857.14  100000  3.16116e-05
  42  10  74  42  519  3000  71428.6  0.000144296
  43  10  74  85  519  1285.71  71428.6  0.000147764
  44  10  74  42  519  1857.14  71428.6  0.000521892
  45  30  72  28  506  2428.57  14285.7  2.63641e-05

 #  36 generation.# 
  0  10  74  42  519  1857.14  71428.6  0.000521892
  1  10  74  42  519  1857.14  71428.6  0.000521892
  2  10  74  42  519  1857.14  71428.6  0.000521892
  3  10  72  42  519  1857.14  71428.6  0.000150036
  4  10  74  42  519  1857.14  71428.6  0.000521892
  5  10  74  85  519  1285.71  71428.6  0.000147764
  6  10  74  42  519  1857.14  71428.6  0.000521892
  7  10  74  14  519  1857.14  71428.6  0.000298461
  8  10  74  42  519  1571.43  71428.6  0.000287589
  9  10  71  85  519  1285.71  71428.6  0.000102492
  10  50  74  28  519  1285.71  71428.6  7.59934e-05
  11  10  74  85  519  2428.57  71428.6  0.000400369
  12  10  74  85  506  2428.57  71428.6  0.000287725
  13  10  74  100  519  1857.14  71428.6  0.000236144
  14  10  74  42  519  1857.14  71428.6  0.000521892
  15  10  74  28  519  1857.14  57142.9  0.000170587
  16  10  74  42  519  1571.43  71428.6  0.000287589
  17  10  74  100  570  1857.14  71428.6  8.658e-05
  18  10  74  28  545  1571.43  71428.6  0.000136459
  19  30  74  28  519  3000  71428.6  4.12474e-05
  20  10  74  42  519  1285.71  71428.6  0.000172582
  21  50  74  28  519  1285.71  71428.6  7.59934e-05
  22  10  71  28  519  2428.57  71428.6  8.4924e-05
  23  10  72  42  570  3000  71428.6  8.86244e-05
  24  10  74  42  519  2428.57  71428.6  0.000242729
  25  10  74  42  519  1857.14  71428.6  0.000521892
  26  30  74  0  519  3000  71428.6  4.1826e-05
  27  10  74  42  570  1857.14  71428.6  0.000107012
  28  10  74  42  545  1857.14  14285.7  3.3052e-05
  29  30  74  28  519  2428.57  71428.6  5.13315e-05
  30  10  72  28  519  1571.43  71428.6  0.000154124
  31  10  74  42  674  2428.57  57142.9  3.71083e-05
  32  10  74  85  506  2428.57  71428.6  0.000287725
  33  90  74  42  545  1857.14  71428.6  4.17507e-05
  34  10  74  14  519  1857.14  71428.6  0.000298461
  35  10  74  85  519  1857.14  71428.6  0.000281195
  36  10  74  100  519  1857.14  71428.6  0.000236144
  37  10  74  85  312  1285.71  71428.6  3.94073e-05
  38  50  74  42  312  1857.14  71428.6  2.91839e-05
  39  10  74  42  622  1857.14  71428.6  5.42659e-05
  40  10  72  42  545  1857.14  57142.9  9.17752e-05
  41  0  74  42  519  1285.71  71428.6  3.23317e-05
  42  10  74  85  519  2428.57  71428.6  0.000400369
  43  10  74  85  519  3000  100000  5.55996e-05
  44  10  74  42  519  1857.14  71428.6  0.000521892
  45  50  74  42  519  1285.71  57142.9  0.000184779

 #  37 generation.# 
  0  10  74  42  519  1857.14  71428.6  0.000521892
  1  10  74  42  519  1857.14  71428.6  0.000521892
  2  10  74  42  519  1571.43  71428.6  0.000287589
  3  10  80  100  519  1857.14  71428.6  4.02658e-05
  4  10  74  42  506  1571.43  71428.6  0.000162712
  5  10  74  42  519  1857.14  57142.9  0.000190282
  6  10  74  42  519  1571.43  71428.6  0.000287589
  7  10  74  28  519  3000  57142.9  0.000194856
  8  10  74  28  519  1857.14  71428.6  0.000402204
  9  10  74  28  519  1571.43  71428.6  0.000299007
  10  10  74  42  570  1857.14  71428.6  0.000107012
  11  10  74  100  506  2428.57  71428.6  0.000355035
  12  90  74  42  312  1857.14  71428.6  2.56735e-05
  13  10  74  42  506  1285.71  14285.7  2.97111e-05
  14  10  72  42  519  2428.57  71428.6  0.000109015
  15  10  74  85  519  1857.14  71428.6  0.000281195
  16  10  74  100  519  1857.14  71428.6  0.000236144
  17  10  80  28  506  2428.57  57142.9  4.27766e-05
  18  10  74  42  519  1857.14  71428.6  0.000521892
  19  10  74  42  519  1285.71  57142.9  0.000109876
  20  10  74  85  506  1285.71  71428.6  0.000183436
  21  10  74  85  519  2428.57  71428.6  0.000400369
  22  10  74  42  519  1857.14  71428.6  0.000521892
  23  10  74  100  622  2428.57  71428.6  5.32925e-05
  24  10  74  42  519  1857.14  71428.6  0.000521892
  25  10  74  28  519  1000  57142.9  8.20669e-05
  26  10  74  85  506  2428.57  71428.6  0.000287725
  27  50  74  0  519  1857.14  71428.6  5.43195e-05
  28  130  74  28  519  1285.71  71428.6  4.69352e-05
  29  10  80  42  519  1857.14  71428.6  3.99787e-05
  30  10  74  42  519  1857.14  71428.6  0.000521892
  31  90  74  85  519  3000  42857.1  6.40213e-05
  32  10  74  42  519  1857.14  14285.7  2.74989e-05
  33  50  74  42  519  3000  71428.6  3.50063e-05
  34  10  74  42  570  1857.14  71428.6  0.000107012
  35  10  74  42  622  2428.57  71428.6  5.74723e-05
  36  10  72  28  519  1571.43  14285.7  2.94404e-05
  37  10  74  85  519  2428.57  71428.6  0.000400369
  38  10  74  28  519  1857.14  71428.6  0.000402204
  39  10  74  57  519  1857.14  71428.6  0.000487082
  40  10  74  42  519  2428.57  100000  5.31495e-05
  41  10  74  42  674  3000  71428.6  4.24108e-05
  42  10  74  14  519  1857.14  71428.6  0.000298461
  43  10  74  28  519  1857.14  71428.6  0.000402204
  44  10  71  85  519  1285.71  71428.6  0.000102492
  45  10  74  28  506  2428.57  71428.6  0.000127046

 #  38 generation.# 
  0  10  74  42  519  1857.14  71428.6  0.000521892
  1  10  74  42  519  1857.14  71428.6  0.000521892
  2  10  80  14  519  1857.14  71428.6  3.82871e-05
  3  10  74  42  570  1857.14  71428.6  0.000107012
  4  10  72  42  609  2428.57  71428.6  5.71236e-05
  5  10  74  100  519  1857.14  71428.6  0.000236144
  6  10  74  100  506  2428.57  71428.6  0.000355035
  7  10  74  100  519  1857.14  71428.6  0.000236144
  8  10  74  42  519  1857.14  71428.6  0.000521892
  9  10  74  100  519  3000  71428.6  0.000294814
  10  10  74  42  506  1857.14  71428.6  0.000151929
  11  10  72  14  519  1857.14  71428.6  0.00012461
  12  50  74  0  519  1857.14  71428.6  5.43195e-05
  13  10  74  28  519  2428.57  71428.6  0.00022992
  14  30  74  14  312  1857.14  71428.6  3.15175e-05
  15  10  74  85  312  1571.43  71428.6  3.92794e-05
  16  10  72  42  519  2428.57  71428.6  0.000109015
  17  10  74  42  519  3000  14285.7  2.76429e-05
  18  10  74  42  519  1571.43  71428.6  0.000287589
  19  10  74  14  519  1857.14  71428.6  0.000298461
  20  10  74  85  519  1857.14  71428.6  0.000281195
  21  10  74  42  570  1285.71  71428.6  8.17794e-05
  22  10  74  85  570  2428.57  71428.6  0.000111038
  23  90  74  42  312  2714.29  71428.6  2.34914e-05
  24  10  74  42  519  1857.14  71428.6  0.000521892
  25  10  74  85  519  1857.14  71428.6  0.000281195
  26  10  72  28  519  1857.14  71428.6  0.000137454
  27  10  74  28  519  1857.14  71428.6  0.000402204
  28  90  74  85  519  2428.57  14285.7  3.39292e-05
  29  10  72  28  545  1857.14  71428.6  0.000123652
  30  10  72  85  506  2428.57  71428.6  0.000115924
  31  10  74  100  570  1857.14  71428.6  8.658e-05
  32  10  74  42  519  1857.14  71428.6  0.000521892
  33  10  71  28  519  1857.14  71428.6  8.69049e-05
  34  10  74  42  519  1000  57142.9  8.7348e-05
  35  10  72  85  519  3000  71428.6  0.000117265
  36  10  74  42  570  1857.14  100000  0.000186615
  37  10  74  28  570  1285.71  71428.6  7.96137e-05
  38  10  74  42  312  1285.71  71428.6  3.86715e-05
  39  10  74  42  545  1857.14  71428.6  0.000200998
  40  10  74  42  519  1857.14  71428.6  0.000521892
  41  10  74  100  519  1857.14  71428.6  0.000236144
  42  10  74  42  519  1857.14  71428.6  0.000521892
  43  10  74  100  519  3000  71428.6  0.000294814
  44  10  72  42  519  1857.14  71428.6  0.000150036
  45  50  74  42  312  1857.14  71428.6  2.91839e-05

 #  39 generation.# 
  0  10  74  42  519  1857.14  71428.6  0.000521892
  1  10  74  42  519  1857.14  71428.6  0.000521892
  2  10  80  100  312  3000  71428.6  3.64938e-05
  3  10  74  42  312  1857.14  14285.7  3.01278e-05
  4  10  74  42  519  1857.14  71428.6  0.000521892
  5  10  74  42  519  1857.14  71428.6  0.000521892
  6  10  74  100  519  1857.14  71428.6  0.000236144
  7  10  71  28  519  3000  71428.6  7.79262e-05
  8  10  74  85  570  1857.14  71428.6  9.6815e-05
  9  10  74  28  570  3000  71428.6  0.000110968
  10  10  74  42  312  1285.71  57142.9  3.89199e-05
  11  10  74  85  519  1857.14  71428.6  0.000281195
  12  10  74  100  519  3000  71428.6  0.000294814
  13  10  74  100  519  1857.14  71428.6  0.000236144
  14  10  74  100  364  1857.14  71428.6  4.6208e-05
  15  10  74  85  519  3000  71428.6  0.000263667
  16  10  74  100  519  3000  71428.6  0.000294814
  17  10  74  42  519  1285.71  71428.6  0.000172582
  18  10  74  42  519  2428.57  71428.6  0.000242729
  19  10  74  100  519  1857.14  71428.6  0.000236144
  20  10  74  14  519  1857.14  71428.6  0.000298461
  21  10  74  42  506  3000  71428.6  7.2794e-05
  22  10  74  71  519  3000  71428.6  0.00021301
  23  10  74  42  519  1571.43  71428.6  0.000287589
  24  10  74  100  570  1857.14  14285.7  3.09589e-05
  25  10  74  42  506  1857.14  71428.6  0.000151929
  26  10  74  42  519  1857.14  71428.6  0.000521892
  27  10  74  42  519  1857.14  100000  6.833e-05
  28  10  72  28  545  1857.14  71428.6  0.000123652
  29  10  71  42  519  2428.57  71428.6  9.00139e-05
  30  10  74  42  519  1857.14  71428.6  0.000521892
  31  80  74  28  570  1857.14  100000  2.94729e-05
  32  10  71  85  519  1857.14  71428.6  0.000119363
  33  50  74  28  519  1857.14  100000  3.44747e-05
  34  10  78  42  519  1857.14  100000  5.58326e-05
  35  10  74  28  519  2428.57  100000  5.35601e-05
  36  10  74  42  312  1857.14  71428.6  3.68026e-05
  37  10  78  28  519  2428.57  71428.6  7.03869e-05
  38  10  74  42  519  1857.14  71428.6  0.000521892
  39  10  74  100  570  3000  71428.6  0.000100414
  40  10  74  42  519  1857.14  71428.6  0.000521892
  41  50  74  42  519  3000  71428.6  3.50063e-05
  42  90  74  85  519  2428.57  14285.7  3.39292e-05
  43  10  72  28  570  1857.14  14285.7  3.4855e-05
  44  10  72  42  519  1857.14  71428.6  0.000150036
  45  10  74  28  519  1857.14  71428.6  0.000402204

 #  40 generation.# 
  0  10  74  42  519  1857.14  71428.6  0.000521892
  1  10  74  42  519  1857.14  71428.6  0.000521892
  2  10  74  42  519  1857.14  71428.6  0.000521892
  3  10  74  42  519  1857.14  71428.6  0.000521892
  4  10  74  100  570  3000  71428.6  0.000100414
  5  10  74  42  519  1571.43  71428.6  0.000287589
  6  90  74  100  674  1857.14  71428.6  3.17317e-05
  7  10  74  28  519  1857.14  71428.6  0.000402204
  8  10  74  42  519  1857.14  71428.6  0.000521892
  9  90  74  14  519  1571.43  71428.6  4.89905e-05
  10  50  74  100  558  1857.14  14285.7  2.99273e-05
  11  10  74  42  519  1857.14  71428.6  0.000521892
  12  10  74  28  519  1857.14  71428.6  0.000402204
  13  10  74  85  622  1857.14  71428.6  5.19071e-05
  14  10  74  42  519  1857.14  71428.6  0.000521892
  15  50  74  42  519  1857.14  71428.6  5.01371e-05
  16  10  74  28  519  1857.14  71428.6  0.000402204
  17  10  74  71  519  1857.14  71428.6  0.000363997
  18  10  74  42  519  1857.14  71428.6  0.000521892
  19  10  74  42  545  1857.14  71428.6  0.000200998
  20  10  74  42  519  1857.14  57142.9  0.000190282
  21  50  74  42  506  1857.14  71428.6  4.70059e-05
  22  10  74  42  519  1857.14  71428.6  0.000521892
  23  10  78  28  519  1857.14  71428.6  5.29124e-05
  24  10  74  42  519  1857.14  100000  6.833e-05
  25  10  74  42  545  1857.14  71428.6  0.000200998
  26  10  74  42  519  1857.14  71428.6  0.000521892
  27  10  72  28  519  2428.57  71428.6  0.000105677
  28  10  74  42  519  1857.14  71428.6  0.000521892
  29  0  72  42  558  1857.14  71428.6  3.23317e-05
  30  10  74  85  519  3000  71428.6  0.000263667
  31  10  71  28  519  2142.86  71428.6  8.88347e-05
  32  10  74  42  519  1857.14  71428.6  0.000521892
  33  10  74  100  570  1857.14  71428.6  8.658e-05
  34  10  74  28  519  1285.71  71428.6  0.00016366
  35  10  74  28  570  1857.14  71428.6  0.000102127
  36  10  74  42  519  3000  71428.6  0.000144296
  37  50  74  100  519  2714.29  14285.7  2.87573e-05
  38  90  74  85  519  1285.71  14285.7  3.49114e-05
  39  10  72  42  519  1285.71  71428.6  0.000151522
  40  10  74  42  519  1857.14  57142.9  0.000190282
  41  90  74  100  364  1857.14  14285.7  3.32787e-05
  42  10  74  42  519  1857.14  71428.6  0.000521892
  43  30  74  42  338  1571.43  57142.9  3.72903e-05
  44  10  74  100  519  1857.14  71428.6  0.000236144
  45  10  71  42  519  2714.29  71428.6  8.5954e-05

 #  41 generation.# 
  0  10  74  42  519  1857.14  71428.6  0.000521892
  1  10  74  42  519  1857.14  71428.6  0.000521892
  2  10  74  42  312  1857.14  71428.6  3.68026e-05
  3  10  74  42  519  1857.14  71428.6  0.000521892
  4  90  74  85  674  1857.14  71428.6  3.07015e-05
  5  10  74  42  519  1857.14  71428.6  0.000521892
  6  90  74  42  519  1857.14  71428.6  4.03968e-05
  7  10  74  42  519  1857.14  14285.7  2.74989e-05
  8  10  74  28  519  1857.14  71428.6  0.000402204
  9  10  74  14  519  1857.14  71428.6  0.000298461
  10  10  74  42  519  1857.14  100000  6.833e-05
  11  10  71  100  519  3000  71428.6  0.000121896
  12  10  74  42  519  1857.14  71428.6  0.000521892
  13  10  74  42  519  1857.14  71428.6  0.000521892
  14  10  74  42  545  1857.14  71428.6  0.000200998
  15  10  74  42  519  1285.71  100000  9.87263e-05
  16  10  74  42  519  1857.14  71428.6  0.000521892
  17  10  74  42  622  1857.14  71428.6  5.42659e-05
  18  10  74  42  519  1857.14  71428.6  0.000521892
  19  10  74  14  519  1857.14  57142.9  0.000128025
  20  10  74  42  519  1857.14  71428.6  0.000521892
  21  10  74  85  519  1857.14  71428.6  0.000281195
  22  10  74  42  506  1857.14  71428.6  0.000151929
  23  30  72  28  519  1857.14  71428.6  4.5129e-05
  24  10  74  28  519  1857.14  71428.6  0.000402204
  25  10  74  28  570  1857.14  71428.6  0.000102127
  26  10  74  42  519  1857.14  71428.6  0.000521892
  27  10  74  100  570  1857.14  71428.6  8.658e-05
  28  10  74  71  519  1857.14  71428.6  0.000363997
  29  10  71  42  519  3000  71428.6  8.09342e-05
  30  10  74  28  519  1857.14  71428.6  0.000402204
  31  10  74  28  519  3000  71428.6  0.000146357
  32  10  74  42  519  1857.14  71428.6  0.000521892
  33  10  74  42  519  1857.14  100000  6.833e-05
  34  10  72  42  519  1857.14  71428.6  0.000150036
  35  10  80  42  312  1857.14  71428.6  3.11991e-05
  36  10  74  42  519  1571.43  71428.6  0.000287589
  37  90  74  42  312  1857.14  14285.7  3.07663e-05
  38  10  74  42  519  1857.14  57142.9  0.000190282
  39  10  74  42  622  1857.14  57142.9  4.36375e-05
  40  10  74  42  519  1857.14  71428.6  0.000521892
  41  50  72  42  519  1285.71  100000  3.03188e-05
  42  10  74  14  570  1857.14  71428.6  9.36127e-05
  43  10  74  100  570  1857.14  14285.7  3.09589e-05
  44  10  74  28  519  1857.14  71428.6  0.000402204
  45  80  74  42  570  1857.14  71428.6  5.65021e-05

 #  42 generation.# 
  0  10  74  42  519  1857.14  71428.6  0.000521892
  1  10  74  42  519  1857.14  71428.6  0.000521892
  2  10  74  42  519  1571.43  71428.6  0.000287589
  3  10  74  28  622  1857.14  71428.6  5.38169e-05
  4  10  74  42  519  1857.14  71428.6  0.000521892
  5  10  74  42  519  1857.14  71428.6  0.000521892
  6  10  74  42  519  1285.71  71428.6  0.000172582
  7  10  74  42  519  1857.14  71428.6  0.000521892
  8  10  74  28  519  1571.43  71428.6  0.000299007
  9  10  74  100  519  1857.14  71428.6  0.000236144
  10  10  74  85  519  1857.14  71428.6  0.000281195
  11  10  74  42  519  1857.14  71428.6  0.000521892
  12  10  74  42  674  1857.14  71428.6  3.75884e-05
  13  10  74  42  519  1857.14  71428.6  0.000521892
  14  10  72  42  519  1857.14  71428.6  0.000150036
  15  90  74  42  519  1857.14  14285.7  3.28731e-05
  16  50  74  42  519  1857.14  71428.6  5.01371e-05
  17  10  74  42  519  1571.43  71428.6  0.000287589
  18  10  74  0  519  1857.14  71428.6  0.000201019
  19  10  71  71  519  1857.14  71428.6  0.0001113
  20  10  71  100  519  1857.14  14285.7  3.00555e-05
  21  10  74  42  519  1857.14  71428.6  0.000521892
  22  10  74  42  519  1857.14  71428.6  0.000521892
  23  10  74  42  519  1571.43  57142.9  0.000141436
  24  10  74  42  519  1857.14  71428.6  0.000521892
  25  10  72  42  519  1285.71  57142.9  0.000107107
  26  10  74  42  506  1857.14  71428.6  0.000151929
  27  10  74  28  545  1285.71  71428.6  0.00010959
  28  10  74  28  519  1857.14  71428.6  0.000402204
  29  10  72  100  570  1857.14  71428.6  8.39957e-05
  30  10  74  42  519  1857.14  71428.6  0.000521892
  31  10  74  100  519  3000  71428.6  0.000294814
  32  10  74  42  519  1857.14  57142.9  0.000190282
  33  10  74  42  519  1857.14  100000  6.833e-05
  34  10  74  28  519  1857.14  71428.6  0.000402204
  35  10  74  28  519  1857.14  71428.6  0.000402204
  36  10  74  42  519  1857.14  71428.6  0.000521892
  37  10  74  14  519  1571.43  71428.6  0.000231916
  38  10  74  42  519  3000  71428.6  0.000144296
  39  10  71  42  545  1857.14  57142.9  7.03113e-05
  40  10  74  28  519  1285.71  71428.6  0.00016366
  41  10  74  100  364  1857.14  100000  3.83559e-05
  42  10  74  42  519  1571.43  71428.6  0.000287589
  43  90  80  100  674  1857.14  71428.6  3.8739e-05
  44  10  74  42  519  1857.14  71428.6  0.000521892
  45  10  74  85  519  2714.29  71428.6  0.000333179

 #  43 generation.# 
  0  10  74  42  519  1857.14  71428.6  0.000521892
  1  10  74  42  519  1857.14  71428.6  0.000521892
  2  90  74  42  519  1857.14  71428.6  4.03968e-05
  3  10  80  42  519  1857.14  71428.6  3.99787e-05
  4  50  74  28  519  1857.14  71428.6  5.32754e-05
  5  10  74  42  519  1857.14  71428.6  0.000521892
  6  10  74  42  570  1857.14  71428.6  0.000107012
  7  10  74  42  519  1285.71  71428.6  0.000172582
  8  10  74  42  519  1571.43  71428.6  0.000287589
  9  10  74  42  519  1857.14  71428.6  0.000521892
  10  10  74  42  519  1571.43  71428.6  0.000287589
  11  10  72  42  519  1571.43  71428.6  0.000169352
  12  10  72  100  570  1285.71  71428.6  7.16094e-05
  13  10  74  28  519  1857.14  71428.6  0.000402204
  14  10  74  100  519  1857.14  71428.6  0.000236144
  15  10  74  42  519  1857.14  71428.6  0.000521892
  16  10  74  85  519  1857.14  71428.6  0.000281195
  17  10  74  42  519  1857.14  71428.6  0.000521892
  18  10  74  42  506  1857.14  71428.6  0.000151929
  19  0  74  85  519  1857.14  71428.6  3.23317e-05
  20  30  74  28  519  1571.43  71428.6  8.90482e-05
  21  10  74  28  519  1857.14  57142.9  0.000170587
  22  10  74  28  622  1857.14  71428.6  5.38169e-05
  23  10  72  42  519  1857.14  100000  4.91184e-05
  24  10  74  42  506  1857.14  57142.9  0.000530261
  25  10  74  42  519  1857.14  71428.6  0.000521892
  26  0  74  100  519  1857.14  71428.6  3.23317e-05
  27  10  74  42  570  3000  71428.6  0.00011711
  28  10  71  100  519  3000  71428.6  0.000121896
